delta_index,pair_index,delta,alpha,beta,eta,peak_number,xM_peak,FWHM,Q,WT_peak,origin,D0_confirmed,xM_D0,above_qmin,thin_width
1,9,0.05,0.03666666666666667,90.0,-0.999185517011588,1,0.14503002001334223,0.003989241688764161,36.355285372110785,1006.2795551990947,malha_global,True,0.14513748827218217,,
1,10,0.05,0.05444444444444445,81.11111111111111,-0.998658434749278,1,0.18465643762508338,0.006915394653130902,26.70222697145438,495.6810887197556,malha_global,True,0.1846988867227211,,
1,11,0.05,0.07222222222222222,100.0,-0.9985565980125465,1,0.19486324216144096,0.006482014976322559,30.062140071140767,420.8809810901201,malha_global,True,0.1951826613221741,,
1,12,0.05,0.09,188.88888888888889,-0.9990475126557345,1,0.16484322881921282,0.002712013736164587,60.78259362076063,691.2465289071588,malha_global,True,0.16484241489996687,,
1,13,0.05,0.18888888888888888,633.3333333333333,-0.9994036866197801,1,0.13482321547698467,0.0007687430297145526,175.38138268004437,1127.0643800567993,malha_global,True,0.13491857674370242,,
1,17,0.05,3.6666666666666665,544.4444444444445,-0.9866207176160553,1,0.634356237491661,0.01028844837452747,61.657133748391466,17.5282425418532,malha_global,True,0.6344019984769942,,
1,18,0.05,8.11111111111111,900.0,-0.9821363024593173,1,0.7346230820547031,0.007588470825752425,96.80778893708964,12.55060239461754,malha_global,True,0.7343896457325092,,
1,20,0.05,0.001,0.009,-0.8000000000000002,1,0.055718574893192985,0.00326432070290697,17.06896471402887,16845.56595204118,malha_global,False,,,
1,40,0.05,0.001,0.006333333333333334,-0.7272727272727273,1,0.0554625712957911,0.0032367457836944766,17.135288033799547,16847.225557776994,malha_global,False,,,
1,60,0.05,0.001,0.004555555555555556,-0.64,1,0.05520774392807573,0.0032067552442880468,17.216076601547048,16825.99605688048,malha_global,False,,,
1,61,0.05,0.001888888888888889,0.01,-0.6822429906542055,1,0.07620790100254123,0.0060916648843505755,12.510192607331133,6472.25941477147,malha_global,False,,,
1,80,0.05,0.001,0.003666666666666667,-0.5714285714285715,1,0.05495408738576248,0.0031799304781122972,17.281537368195824,16826.216220339913,malha_global,False,,,
1,81,0.05,0.001888888888888889,0.007222222222222223,-0.5853658536585367,1,0.07550922276654341,0.006016528342934771,12.550297856605985,6477.68034028224,malha_global,False,,,
1,100,0.05,0.001,0.002777777777777778,-0.47058823529411764,1,0.05470159628939716,0.0031471023978240226,17.381574977420204,16804.016274386322,malha_global,False,,,
1,101,0.05,0.001888888888888889,0.0054444444444444445,-0.48484848484848486,1,0.07516228940182053,0.005936688704096388,12.660641840620283,6497.072201997478,malha_global,False,,,
